No.,Time,Source,Destination,Protocol,Length,Info,Label
339,63.402278,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xadfd AAAA 3.ubuntu.pool.ntp.org,
340,63.416149,Vmware_e8:f1:88,Vmware_d1:d0:a0,ARP,60,Who has 192.168.159.151? Tell 192.168.159.152,
341,63.41621,Vmware_d1:d0:a0,Vmware_e8:f1:88,ARP,60,192.168.159.151 is at 00:0c:29:d1:d0:a0,
342,63.687417,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=2/512, ttl=64 (reply in 343)",
343,63.687625,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=2/512, ttl=128 (request in 342)",
344,64.199855,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
345,64.688309,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=3/768, ttl=64 (reply in 346)",
346,64.688667,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=3/768, ttl=128 (request in 345)",
347,64.999286,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
348,64.999627,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
349,65.000065,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
350,65.000336,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
351,65.00867,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
352,65.009017,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
353,65.009626,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
354,65.009985,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
355,65.706611,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=4/1024, ttl=64 (reply in 356)",
356,65.706763,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=4/1024, ttl=128 (request in 355)",
357,66.003092,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
358,66.003109,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
359,66.003649,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
360,66.004184,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
361,66.004407,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
362,66.0187,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
363,66.019121,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
364,66.019623,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
365,66.019948,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
366,66.064319,fe80::b1a1:6a9a:e994:a430,ff02::1:ff48:e464,ICMPv6,86,Neighbor Solicitation for fe80::f0c7:25ff:fe48:e464 from 00:50:56:c0:00:08,
367,66.24678,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
368,66.730858,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=5/1280, ttl=64 (reply in 369)",
369,66.731189,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=5/1280, ttl=128 (request in 368)",
370,67.000253,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
371,67.27444,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
372,67.597451,Vmware_c8:d3:2f,Vmware_32:2e:c9,ARP,60,Who has 192.168.159.150? Tell 192.168.159.154,
373,67.597465,Vmware_32:2e:c9,Vmware_c8:d3:2f,ARP,42,192.168.159.150 is at 00:0c:29:32:2e:c9,
374,67.754597,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=6/1536, ttl=64 (reply in 375)",
375,67.754839,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=6/1536, ttl=128 (request in 374)",
376,68.000172,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
377,68.01732,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
378,68.017641,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
379,68.018089,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
380,68.018365,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
381,68.033059,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
382,68.033544,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
383,68.034285,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
384,68.034652,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
385,68.298684,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
386,68.402183,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0xadfd Server failure AAAA 3.ubuntu.pool.ntp.org,
387,68.402192,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0xa8ab Server failure A 3.ubuntu.pool.ntp.org,
388,68.402504,192.168.159.151,192.168.159.152,DNS,91,Standard query 0x8d00 A 3.ubuntu.pool.ntp.org.mydns.com,
389,68.402508,192.168.159.151,192.168.159.152,DNS,91,Standard query 0x3a13 AAAA 3.ubuntu.pool.ntp.org.mydns.com,
390,68.40269,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0x8d00 No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,
391,68.402692,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0x3a13 No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,
392,68.778832,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=7/1792, ttl=64 (reply in 393)",
393,68.779395,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=7/1792, ttl=128 (request in 392)",
394,69.780255,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=8/2048, ttl=64 (reply in 395)",
395,69.780483,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=8/2048, ttl=128 (request in 394)",
396,70.794563,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=9/2304, ttl=64 (reply in 397)",
397,70.794825,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=9/2304, ttl=128 (request in 396)",
398,71.2495,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
399,71.818859,192.168.159.150,192.168.159.154,ICMP,98,"Echo (ping) request  id=0x6974, seq=10/2560, ttl=64 (reply in 400)",
400,71.819072,192.168.159.154,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6974, seq=10/2560, ttl=128 (request in 399)",
401,72.030699,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
402,72.031211,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
403,72.031761,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
404,72.032044,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
405,72.046344,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
406,72.046744,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
407,72.047474,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
408,72.047874,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
409,72.266762,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
410,73.290531,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
411,73.51636,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
412,74.538441,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
413,75.562689,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
414,76.251175,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
415,77.258548,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
416,77.556171,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
417,78.282824,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
418,78.570467,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
419,78.96529,192.168.241.1,192.168.241.255,UDP,86,57621  >  57621 Len=44,
420,79.594746,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
421,80.000472,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
422,80.000765,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
423,80.001189,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
424,80.001492,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
425,80.009891,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
426,80.010215,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
427,80.010815,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
428,80.011226,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
429,80.618565,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
430,81.010553,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
431,81.010861,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
432,81.011293,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
433,81.011842,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
434,81.012394,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
435,81.012726,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
436,81.013211,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
437,81.013767,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
438,81.25664,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
439,81.642811,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
440,82.282663,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
441,82.666566,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
442,83.024711,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
443,83.025126,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
444,83.02557,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
445,83.026064,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
446,83.026412,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
447,83.026811,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
448,83.027368,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
449,83.027932,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
450,83.307002,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
451,83.690924,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
452,84.395398,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x1fa2 A 0.ubuntu.pool.ntp.org,
453,84.395434,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x7943 AAAA 0.ubuntu.pool.ntp.org,
454,84.395917,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
455,84.714564,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
456,85.396213,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
457,85.738805,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.155? Tell 192.168.159.150,
458,86.258671,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
459,86.39634,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
460,87.037895,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
461,87.03883,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
462,87.038845,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
463,87.039346,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
464,87.039723,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
465,87.040161,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
466,87.04058,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
467,87.040998,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
