"No.","Time","Source","Destination","Protocol","Length","Info"
"3162","1130.877340","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x97a9 A 1.ubuntu.pool.ntp.org"
"3163","1130.877438","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x6ff3 AAAA 1.ubuntu.pool.ntp.org"
"3164","1131.256892","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3165","1132.252774","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3166","1133.275790","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3167","1134.293205","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3168","1135.053935","192.168.159.152","192.168.159.151","DNS","87","Standard query response 0xc3fe Server failure A safebrowsing.googleapis.com"
"3169","1135.053992","192.168.159.151","192.168.159.152","ICMP","115","Destination unreachable (Port unreachable)"
"3170","1135.065319","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"3171","1135.065374","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"3172","1135.294743","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3173","1135.316762","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3174","1135.882728","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x97a9 A 1.ubuntu.pool.ntp.org"
"3175","1135.882848","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x6ff3 AAAA 1.ubuntu.pool.ntp.org"
"3176","1136.235547","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"3177","1136.293005","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3178","1137.237585","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"3179","1137.292636","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3180","1138.238259","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"3181","1138.281347","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3182","1139.239468","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"3183","1139.285024","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3184","1140.309199","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3185","1140.495339","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3186","1140.878419","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x97a9 Server failure A 1.ubuntu.pool.ntp.org"
"3187","1140.878455","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x6ff3 Server failure AAAA 1.ubuntu.pool.ntp.org"
"3188","1140.878594","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xdc98 A 1.ubuntu.pool.ntp.org.mydns.com"
"3189","1140.878680","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x2f47 AAAA 1.ubuntu.pool.ntp.org.mydns.com"
"3190","1140.878874","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xdc98 No such name A 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3191","1140.878885","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x2f47 No such name AAAA 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3192","1140.879133","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa63b A 0.ubuntu.pool.ntp.org"
"3193","1140.879245","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9f36 AAAA 0.ubuntu.pool.ntp.org"
"3194","1141.492880","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3195","1142.497052","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3196","1143.286798","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3197","1144.308923","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3198","1145.295504","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3199","1145.333067","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3200","1145.883998","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa63b A 0.ubuntu.pool.ntp.org"
"3201","1145.884108","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9f36 AAAA 0.ubuntu.pool.ntp.org"
"3202","1145.954490","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"3203","1145.954690","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"3204","1146.292735","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3205","1147.292978","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3206","1148.292739","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3207","1149.300810","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3208","1150.324992","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3209","1150.496078","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3210","1150.880260","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x9f36 Server failure AAAA 0.ubuntu.pool.ntp.org"
"3211","1150.880316","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xa63b Server failure A 0.ubuntu.pool.ntp.org"
"3212","1150.880614","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xd739 A 0.ubuntu.pool.ntp.org.mydns.com"
"3213","1150.880783","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x4749 AAAA 0.ubuntu.pool.ntp.org.mydns.com"
"3214","1150.881174","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xd739 No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3215","1150.881213","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x4749 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3216","1150.881756","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x81ff A 2.ubuntu.pool.ntp.org"
"3217","1150.881800","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xc5bc AAAA 2.ubuntu.pool.ntp.org"
"3218","1151.492640","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3219","1152.492843","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3220","1153.298378","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3221","1154.325231","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3222","1155.348830","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3223","1155.883771","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x81ff A 2.ubuntu.pool.ntp.org"
"3224","1155.883828","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xc5bc AAAA 2.ubuntu.pool.ntp.org"
"3225","1156.083125","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3226","1157.080646","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3227","1158.080825","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3228","1158.303951","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3229","1159.317125","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3230","1160.340718","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3231","1160.882462","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x81ff Server failure A 2.ubuntu.pool.ntp.org"
"3232","1160.882541","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xc5bc Server failure AAAA 2.ubuntu.pool.ntp.org"
"3233","1160.882686","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x46a0 A 2.ubuntu.pool.ntp.org.mydns.com"
"3234","1160.882743","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x378b AAAA 2.ubuntu.pool.ntp.org.mydns.com"
"3235","1160.883038","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x378b No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3236","1160.883063","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x46a0 No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3237","1160.883228","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xa453 A ntp.ubuntu.com"
"3238","1160.883269","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xd920 AAAA ntp.ubuntu.com"
"3239","1160.883684","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3240","1161.881069","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3241","1162.884736","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3242","1163.309408","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3243","1164.340953","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3244","1165.365116","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3245","1165.886573","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xa453 A ntp.ubuntu.com"
"3246","1165.886642","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xd920 AAAA ntp.ubuntu.com"
"3247","1165.896700","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"3248","1165.896725","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"3249","1166.084441","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3250","1167.080931","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3251","1168.081104","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3252","1168.314703","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3253","1169.332945","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3254","1170.356997","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3255","1170.884195","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0xa453 Server failure A ntp.ubuntu.com"
"3256","1170.884246","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0xd920 Server failure AAAA ntp.ubuntu.com"
"3257","1170.884385","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xa5f5 A ntp.ubuntu.com.mydns.com"
"3258","1170.884434","192.168.159.151","192.168.159.152","DNS","84","Standard query 0x03d2 AAAA ntp.ubuntu.com.mydns.com"
"3259","1170.884694","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0x03d2 No such name AAAA ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"3260","1170.884717","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xa5f5 No such name A ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"3261","1171.042411","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"3262","1171.042618","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"3263","1173.320612","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3264","1174.324742","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3265","1175.271237","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3266","1175.349048","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3267","1176.274745","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3268","1177.282444","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3269","1178.290006","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3270","1178.325962","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3271","1179.349154","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3272","1180.372772","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3273","1183.331371","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3274","1184.340992","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3275","1184.875626","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x82ca A 3.ubuntu.pool.ntp.org"
"3276","1184.875734","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x5dcd AAAA 3.ubuntu.pool.ntp.org"
"3277","1184.876522","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3278","1185.064154","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3279","1185.365356","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3280","1185.872780","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3281","1186.180354","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3282","1186.872959","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3283","1187.064015","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3284","1188.071598","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3285","1188.336978","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3286","1189.364896","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3287","1189.879317","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x82ca A 3.ubuntu.pool.ntp.org"
"3288","1189.879396","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x5dcd AAAA 3.ubuntu.pool.ntp.org"
"3289","1190.077453","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3290","1190.389073","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3291","1191.076660","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3292","1192.076830","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3293","1193.339935","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3294","1193.699229","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3295","1194.356757","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3296","1194.567219","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3297","1194.876425","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x5dcd Server failure AAAA 3.ubuntu.pool.ntp.org"
"3298","1194.876496","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x82ca Server failure A 3.ubuntu.pool.ntp.org"
"3299","1194.876631","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xb238 A 3.ubuntu.pool.ntp.org.mydns.com"
"3300","1194.876751","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x87ac AAAA 3.ubuntu.pool.ntp.org.mydns.com"
"3301","1194.876999","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xb238 No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3302","1194.877015","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x87ac No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3303","1194.877292","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x31f3 A 1.ubuntu.pool.ntp.org"
"3304","1194.877395","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x4d3f AAAA 1.ubuntu.pool.ntp.org"
"3305","1194.878029","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3306","1195.106242","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"3307","1195.106740","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"3308","1195.380953","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3309","1195.559413","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3310","1195.827727","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3311","1195.877150","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3312","1196.706774","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3313","1196.827900","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3314","1196.876754","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3315","1197.559350","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3316","1197.828424","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3317","1198.345524","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3318","1198.566980","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3319","1198.830948","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"3320","1199.349173","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3321","1199.882021","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x31f3 A 1.ubuntu.pool.ntp.org"
"3322","1199.882209","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x4d3f AAAA 1.ubuntu.pool.ntp.org"
"3323","1200.078392","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3324","1200.372803","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3325","1201.076925","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3326","1202.077132","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3327","1202.721803","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3328","1203.350955","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3329","1203.558917","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3330","1204.373045","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3331","1204.566515","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3332","1204.878243","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x4d3f Server failure AAAA 1.ubuntu.pool.ntp.org"
"3333","1204.878292","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x31f3 Server failure A 1.ubuntu.pool.ntp.org"
"3334","1204.878542","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x5c21 A 1.ubuntu.pool.ntp.org.mydns.com"
"3335","1204.878659","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x710e AAAA 1.ubuntu.pool.ntp.org.mydns.com"
"3336","1204.878978","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x5c21 No such name A 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3337","1204.879086","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x710e No such name AAAA 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"3338","1204.879309","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xa883 A ntp.ubuntu.com"
"3339","1204.879409","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x3d01 AAAA ntp.ubuntu.com"
"3340","1204.879833","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3341","1205.397194","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3342","1205.729580","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3343","1205.876888","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3344","1206.566384","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3345","1206.876973","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3346","1207.558553","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"3347","1208.356242","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3348","1209.364931","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3349","1209.880964","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"3350","1209.880990","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"3351","1209.884827","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xa883 A ntp.ubuntu.com"
"3352","1209.885017","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x3d01 AAAA ntp.ubuntu.com"
"3353","1210.080205","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3354","1210.389160","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3355","1211.076672","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3356","1212.076908","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3357","1213.362060","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3358","1214.388852","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3359","1214.880019","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0xa883 Server failure A ntp.ubuntu.com"
"3360","1214.880064","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0x3d01 Server failure AAAA ntp.ubuntu.com"
"3361","1214.880202","192.168.159.151","192.168.159.152","DNS","84","Standard query 0x2da5 A ntp.ubuntu.com.mydns.com"
"3362","1214.880331","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xd150 AAAA ntp.ubuntu.com.mydns.com"
"3363","1214.880537","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0x2da5 No such name A ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"3364","1214.880549","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xd150 No such name AAAA ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"3365","1214.880711","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xaf95 A 2.ubuntu.pool.ntp.org"
"3366","1214.880819","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x21e0 AAAA 2.ubuntu.pool.ntp.org"
"3367","1214.881277","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3368","1215.413026","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3369","1215.881228","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3370","1216.880749","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3371","1218.367512","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3372","1219.381313","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3373","1219.886088","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xaf95 A 2.ubuntu.pool.ntp.org"
"3374","1219.886261","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x21e0 AAAA 2.ubuntu.pool.ntp.org"
"3375","1219.938555","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"3376","1219.938793","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"3377","1220.082196","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3378","1220.404788","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3379","1221.080991","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3380","1222.081174","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"3381","1223.372931","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3382","1224.405432","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"3383","1224.881716","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x21e0 Server failure AAAA 2.ubuntu.pool.ntp.org"
"3384","1224.881777","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xaf95 Server failure A 2.ubuntu.pool.ntp.org"
