"No.","Time","Source","Destination","Protocol","Length","Info"
"908","297.935044","192.168.159.151","192.168.159.152","DNS","84","Standard query 0x3222 PTR 251.0.0.224.in-addr.arpa"
"909","297.935135","192.168.159.151","192.168.159.152","DNS","132","Standard query 0xea6e PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"910","298.231625","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"911","298.388703","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"912","298.536221","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"913","298.884115","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x2c77 A 0.ubuntu.pool.ntp.org"
"914","298.884229","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x774d AAAA 0.ubuntu.pool.ntp.org"
"915","299.232910","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"916","299.413053","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"917","300.281176","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"918","301.280192","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"919","301.944346","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"920","301.944373","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"921","302.279874","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"922","302.376793","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"923","303.381086","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"924","303.481848","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"925","303.880263","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x2c77 Server failure A 0.ubuntu.pool.ntp.org"
"926","303.880309","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x774d Server failure AAAA 0.ubuntu.pool.ntp.org"
"927","303.880492","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xc23c A 0.ubuntu.pool.ntp.org.mydns.com"
"928","303.880589","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x0336 AAAA 0.ubuntu.pool.ntp.org.mydns.com"
"929","303.880841","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xc23c No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"930","303.880853","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x0336 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"931","303.881031","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x1c9f A ntp.ubuntu.com"
"932","303.881120","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x410d AAAA ntp.ubuntu.com"
"933","304.404810","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"934","304.480238","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"935","305.480024","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"936","307.081956","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"937","307.377829","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"938","307.936015","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xea6e Server failure PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"939","307.936051","192.168.159.152","192.168.159.151","DNS","84","Standard query response 0x3222 Server failure PTR 251.0.0.224.in-addr.arpa"
"940","308.079957","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"941","308.405012","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"942","308.886444","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x1c9f A ntp.ubuntu.com"
"943","308.886588","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x410d AAAA ntp.ubuntu.com"
"944","308.935942","192.168.159.151","192.168.159.152","DNS","132","Standard query 0xea6e PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"945","308.936032","192.168.159.151","192.168.159.152","DNS","84","Standard query 0x3222 PTR 251.0.0.224.in-addr.arpa"
"946","309.080099","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"947","309.090442","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"948","309.090828","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"949","309.429161","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"950","310.282468","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"951","311.279993","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"952","312.280184","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"953","312.383493","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"954","313.396860","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"955","313.483037","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"956","313.882042","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0x1c9f Server failure A ntp.ubuntu.com"
"957","313.882085","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0x410d Server failure AAAA ntp.ubuntu.com"
"958","313.882290","192.168.159.151","192.168.159.152","DNS","84","Standard query 0x5feb A ntp.ubuntu.com.mydns.com"
"959","313.882402","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xb7d3 AAAA ntp.ubuntu.com.mydns.com"
"960","313.882622","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0x5feb No such name A ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"961","313.882677","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xb7d3 No such name AAAA ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"962","313.883215","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xf194 A 2.ubuntu.pool.ntp.org"
"963","313.883368","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x455e AAAA 2.ubuntu.pool.ntp.org"
"964","314.421104","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"965","314.479989","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"966","315.480249","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"967","317.084223","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"968","317.389106","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"969","318.084345","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"970","318.420775","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"971","318.883701","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xf194 A 2.ubuntu.pool.ntp.org"
"972","318.883827","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x455e AAAA 2.ubuntu.pool.ntp.org"
"973","318.936952","192.168.159.152","192.168.159.151","DNS","84","Standard query response 0x3222 Server failure PTR 251.0.0.224.in-addr.arpa"
"974","318.936993","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xea6e Server failure PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"975","319.084314","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"976","319.445000","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"977","320.484788","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"978","321.484281","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"979","322.394581","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"980","322.484021","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"981","323.413214","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"982","323.884566","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xf194 Server failure A 2.ubuntu.pool.ntp.org"
"983","323.884622","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x455e Server failure AAAA 2.ubuntu.pool.ntp.org"
"984","323.884800","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x0335 A 2.ubuntu.pool.ntp.org.mydns.com"
"985","323.884957","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x191a AAAA 2.ubuntu.pool.ntp.org.mydns.com"
"986","323.886780","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x0335 No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"987","323.886837","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x191a No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"988","324.436926","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"989","327.399924","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"990","328.405007","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"991","328.888104","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"992","328.888129","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"993","329.429252","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"994","332.405763","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"995","333.428986","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"996","334.453044","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"997","335.230888","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"998","336.234557","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"999","337.217098","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1000","337.242297","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1001","337.411148","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1002","338.216238","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1003","338.250172","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1004","338.420916","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1005","338.875354","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x1194 A 3.ubuntu.pool.ntp.org"
"1006","338.875838","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9719 AAAA 3.ubuntu.pool.ntp.org"
"1007","339.216417","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1008","339.445073","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1009","340.617397","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1010","341.616341","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1011","342.416596","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1012","342.616051","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1013","343.445760","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1014","343.878674","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x1194 A 3.ubuntu.pool.ntp.org"
"1015","343.878821","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9719 AAAA 3.ubuntu.pool.ntp.org"
"1016","344.018084","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1017","344.469023","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1018","345.016499","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1019","346.016192","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1020","347.217800","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1021","347.422173","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1022","348.215986","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1023","348.437065","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1024","348.876286","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x1194 Server failure A 3.ubuntu.pool.ntp.org"
"1025","348.876331","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x9719 Server failure AAAA 3.ubuntu.pool.ntp.org"
"1026","348.876486","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x73a6 A 3.ubuntu.pool.ntp.org.mydns.com"
"1027","348.876615","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x013d AAAA 3.ubuntu.pool.ntp.org.mydns.com"
"1028","348.876831","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x73a6 No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1029","348.876844","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x013d No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1030","348.877075","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x75bc A 1.ubuntu.pool.ntp.org"
"1031","348.877161","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x8d42 AAAA 1.ubuntu.pool.ntp.org"
"1032","349.216591","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1033","349.460761","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1034","350.618276","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1035","351.618209","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1036","352.427593","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1037","352.616271","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1038","353.429119","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1039","353.877363","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x75bc A 1.ubuntu.pool.ntp.org"
"1040","353.877511","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x8d42 AAAA 1.ubuntu.pool.ntp.org"
"1041","353.880011","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"1042","353.880031","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"1043","354.018894","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1044","354.453269","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1045","355.016196","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1046","355.784624","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1047","356.016960","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1048","356.791316","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1049","357.433207","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1050","357.798860","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1051","358.452904","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1052","358.806624","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1053","358.878097","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x75bc Server failure A 1.ubuntu.pool.ntp.org"
"1054","358.878136","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x8d42 Server failure AAAA 1.ubuntu.pool.ntp.org"
"1055","358.878274","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x67a3 A 1.ubuntu.pool.ntp.org.mydns.com"
"1056","358.878497","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xad0f AAAA 1.ubuntu.pool.ntp.org.mydns.com"
"1057","358.878624","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x67a3 No such name A 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1058","358.878711","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xad0f No such name AAAA 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1059","358.878930","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xbbd4 A 0.ubuntu.pool.ntp.org"
"1060","358.879032","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x17a1 AAAA 0.ubuntu.pool.ntp.org"
"1061","358.879577","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1062","359.010734","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"1063","359.011013","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"1064","359.477024","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1065","359.876163","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1066","360.876335","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1067","362.280269","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1068","362.438559","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1069","363.280175","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1070","363.444740","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1071","363.879882","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xbbd4 A 0.ubuntu.pool.ntp.org"
"1072","363.880061","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x17a1 AAAA 0.ubuntu.pool.ntp.org"
"1073","364.280381","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1074","364.468898","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1075","365.680690","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1076","366.680289","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1077","367.443940","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1078","367.679948","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1079","368.469138","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1080","368.879774","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x17a1 Server failure AAAA 0.ubuntu.pool.ntp.org"
"1081","368.879819","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xbbd4 Server failure A 0.ubuntu.pool.ntp.org"
"1082","368.879946","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xe0b6 A 0.ubuntu.pool.ntp.org.mydns.com"
"1083","368.880068","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x25d9 AAAA 0.ubuntu.pool.ntp.org.mydns.com"
"1084","368.880262","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xe0b6 No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1085","368.880294","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x25d9 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1086","368.880618","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xd977 A 2.ubuntu.pool.ntp.org"
"1087","368.880716","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x871c AAAA 2.ubuntu.pool.ntp.org"
"1088","368.881307","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1089","369.492787","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1090","369.880348","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1091","370.880110","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1092","372.281945","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1093","372.449537","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1094","373.280599","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1095","373.461039","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1096","373.884951","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xd977 A 2.ubuntu.pool.ntp.org"
"1097","373.885125","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x871c AAAA 2.ubuntu.pool.ntp.org"
"1098","374.280191","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1099","374.485251","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1100","375.682566","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1101","376.680007","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1102","377.455314","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1103","377.680200","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1104","378.484846","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1105","378.881532","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xd977 Server failure A 2.ubuntu.pool.ntp.org"
"1106","378.881577","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x871c Server failure AAAA 2.ubuntu.pool.ntp.org"
"1107","378.881711","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x54ef A 2.ubuntu.pool.ntp.org.mydns.com"
"1108","378.881857","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x5dca AAAA 2.ubuntu.pool.ntp.org.mydns.com"
"1109","378.882218","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x54ef No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1110","378.882270","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x5dca No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"1111","378.882643","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xd2ca A ntp.ubuntu.com"
"1112","378.882915","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x2dd4 AAAA ntp.ubuntu.com"
"1113","378.883550","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1114","379.509112","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1115","379.880292","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1116","380.880276","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1117","382.284314","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1118","382.460635","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1119","383.284341","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1120","383.476781","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1121","383.888202","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xd2ca A ntp.ubuntu.com"
"1122","383.888341","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x2dd4 AAAA ntp.ubuntu.com"
"1123","383.896303","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"1124","383.896327","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"1125","384.284808","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1126","384.501020","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1127","385.685786","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1128","386.684397","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1129","387.466015","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"1130","387.684153","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"1131","388.469310","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
