"@timestamp: Descending","name.keyword: Descending","destination_ip: Descending","source_ip: Descending","destination_port: Descending","alert.keyword: Descending","_id: Descending",Count
"November 7th 2023, 05:47:37.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,5htSqIsBe6QQWSyQnCUZ,1
"November 7th 2023, 05:47:37.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,8RtSqIsBe6QQWSyQwyUs,1
"November 7th 2023, 05:47:57.464",Missing,"192.168.159.152","192.168.159.151",53,Missing,9BtSqIsBe6QQWSyQwyU0,1
"November 7th 2023, 05:47:57.464",Missing,"192.168.159.152","192.168.159.151",53,Missing,9RtSqIsBe6QQWSyQwyU0,1
"November 7th 2023, 05:47:57.464",Missing,"192.168.159.152","192.168.159.151",53,Missing,BhtSqIsBe6QQWSyQ6iY6,1
"November 7th 2023, 05:47:57.464",Missing,"192.168.159.152","192.168.159.151",53,Missing,DBtSqIsBe6QQWSyQ6iZR,1
"November 7th 2023, 05:47:57.464",Missing,"192.168.159.152","192.168.159.151",53,Missing,DRtSqIsBe6QQWSyQ6iZR,1
"November 7th 2023, 05:47:57.464",Missing,"192.168.159.152","192.168.159.151",53,Missing,EhtTqIsBe6QQWSyQESZX,1
"November 7th 2023, 05:48:07.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,ChtSqIsBe6QQWSyQ6iZR,1
"November 7th 2023, 05:48:07.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,CxtSqIsBe6QQWSyQ6iZR,1
"November 7th 2023, 05:48:07.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,EBtTqIsBe6QQWSyQESZS,1
"November 7th 2023, 05:48:07.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,ExtTqIsBe6QQWSyQESZh,1
"November 7th 2023, 05:48:07.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,FBtTqIsBe6QQWSyQESZh,1
"November 7th 2023, 05:48:07.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,HxtTqIsBe6QQWSyQOCZv,1
"November 7th 2023, 05:50:06.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,0RtUqIsBe6QQWSyQ4ibE,1
"November 7th 2023, 05:50:06.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,2htVqIsBe6QQWSyQCSbP,1
"November 7th 2023, 05:50:06.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,tBtUqIsBe6QQWSyQuyan,1
"November 7th 2023, 05:50:06.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,tRtUqIsBe6QQWSyQuyan,1
"November 7th 2023, 05:50:06.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,zBtUqIsBe6QQWSyQ4ibE,1
"November 7th 2023, 05:50:06.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,zRtUqIsBe6QQWSyQ4ibE,1
"November 7th 2023, 05:53:11.463",Missing,"192.168.159.152","192.168.159.151",53,Missing,khtXqIsBe6QQWSyQjif4,1
"November 7th 2023, 05:53:11.463",Missing,"192.168.159.152","192.168.159.151",53,Missing,kxtXqIsBe6QQWSyQjif4,1
"November 7th 2023, 05:53:11.463",Missing,"192.168.159.152","192.168.159.151",53,Missing,mhtXqIsBe6QQWSyQticg,1
"November 7th 2023, 05:53:11.463",Missing,"192.168.159.152","192.168.159.151",53,Missing,mxtXqIsBe6QQWSyQticg,1
"November 7th 2023, 05:53:11.463",Missing,"192.168.159.152","192.168.159.151",53,Missing,nxtXqIsBe6QQWSyQticg,1
"November 7th 2023, 05:53:11.463",Missing,"192.168.159.152","192.168.159.151",53,Missing,pxtXqIsBe6QQWSyQ3Sc4,1
"November 7th 2023, 05:53:31.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,oRtXqIsBe6QQWSyQ3Scp,1
"November 7th 2023, 05:53:31.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,ohtXqIsBe6QQWSyQ3Scp,1
"November 7th 2023, 05:53:31.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,qxtYqIsBe6QQWSyQBCc1,1
"November 7th 2023, 05:53:31.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,rhtYqIsBe6QQWSyQBCdG,1
"November 7th 2023, 05:53:31.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,sRtYqIsBe6QQWSyQBCdI,1
"November 7th 2023, 05:53:31.467",Missing,"192.168.159.152","192.168.159.151",53,Missing,uBtYqIsBe6QQWSyQKydd,1
"November 7th 2023, 05:55:12.462",Missing,"192.168.159.152","192.168.159.151",53,Missing,MRtZqIsBe6QQWSyQaCgi,1
"November 7th 2023, 05:55:12.462",Missing,"192.168.159.152","192.168.159.151",53,Missing,MhtZqIsBe6QQWSyQaCgi,1
"November 7th 2023, 05:55:12.462",Missing,"192.168.159.152","192.168.159.151",53,Missing,NxtZqIsBe6QQWSyQjyhC,1
"November 7th 2023, 05:55:12.462",Missing,"192.168.159.152","192.168.159.151",53,Missing,OBtZqIsBe6QQWSyQjyhC,1
"November 7th 2023, 05:55:12.462",Missing,"192.168.159.152","192.168.159.151",53,Missing,OxtZqIsBe6QQWSyQjyhC,1
"November 7th 2023, 05:55:12.462",Missing,"192.168.159.152","192.168.159.151",53,Missing,PRtZqIsBe6QQWSyQtihM,1
"November 7th 2023, 05:56:38.465",Missing,"192.168.159.152","192.168.159.151",53,Missing,hBtaqIsBe6QQWSyQuCh0,1
"November 7th 2023, 05:56:38.465",Missing,"192.168.159.152","192.168.159.151",53,Missing,hRtaqIsBe6QQWSyQuCh0,1
"November 7th 2023, 05:56:38.465",Missing,"192.168.159.152","192.168.159.151",53,Missing,jBtaqIsBe6QQWSyQ3yiP,1
"November 7th 2023, 05:56:38.465",Missing,"192.168.159.152","192.168.159.151",53,Missing,jRtaqIsBe6QQWSyQ3yiP,1
"November 7th 2023, 05:56:38.465",Missing,"192.168.159.152","192.168.159.151",53,Missing,khtaqIsBe6QQWSyQ3yiP,1
"November 7th 2023, 05:56:38.465",Missing,"192.168.159.152","192.168.159.151",53,Missing,mxtbqIsBe6QQWSyQBiiY,1
"November 7th 2023, 05:57:55.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,2htbqIsBe6QQWSyQ4Sih,1
"November 7th 2023, 05:57:55.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,2xtbqIsBe6QQWSyQ4Sih,1
"November 7th 2023, 05:57:55.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,7RtcqIsBe6QQWSyQCCio,1
"November 7th 2023, 05:57:55.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,7htcqIsBe6QQWSyQCCiv,1
"November 7th 2023, 05:57:55.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,8RtcqIsBe6QQWSyQCCi9,1
"November 7th 2023, 05:57:55.466",Missing,"192.168.159.152","192.168.159.151",53,Missing,9xtcqIsBe6QQWSyQLyjM,1
"November 7th 2023, 05:58:32.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,AhtcqIsBe6QQWSyQmSlg,1
"November 7th 2023, 05:58:32.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,BBtcqIsBe6QQWSyQmSlg,1
"November 7th 2023, 05:58:32.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,BRtcqIsBe6QQWSyQmSlh,1
"November 7th 2023, 05:58:32.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,FBtcqIsBe6QQWSyQwCmL,1
"November 7th 2023, 05:58:32.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,"_BtcqIsBe6QQWSyQcihK",1
"November 7th 2023, 05:58:32.461",Missing,"192.168.159.152","192.168.159.151",53,Missing,"_RtcqIsBe6QQWSyQcihK",1
"November 7th 2023, 06:00:55.521",Missing,"192.168.159.152","192.168.159.151",53,Missing,"-BteqIsBe6QQWSyQwCna",1
"November 7th 2023, 06:00:55.521",Missing,"192.168.159.152","192.168.159.151",53,Missing,BRteqIsBe6QQWSyQyCqA,1
"November 7th 2023, 06:00:55.521",Missing,"192.168.159.152","192.168.159.151",53,Missing,xBteqIsBe6QQWSyQoSln,1
"November 7th 2023, 06:00:55.521",Missing,"192.168.159.152","192.168.159.151",53,Missing,xRteqIsBe6QQWSyQoSln,1
"November 7th 2023, 06:00:55.521",Missing,"192.168.159.152","192.168.159.151",53,Missing,xhteqIsBe6QQWSyQoSln,1
"November 7th 2023, 06:00:55.521",Missing,"192.168.159.152","192.168.159.151",53,Missing,xxteqIsBe6QQWSyQoSln,1
"November 7th 2023, 06:00:55.523",Missing,"192.168.159.152","192.168.159.151",53,Missing,"-RteqIsBe6QQWSyQwCna",1
"November 7th 2023, 06:00:55.523",Missing,"192.168.159.152","192.168.159.151",53,Missing,"-hteqIsBe6QQWSyQwCna",1
