"@timestamp: Descending","name.keyword: Descending","destination_ip: Descending","source_ip: Descending","destination_port: Descending","_id: Descending",Count
"November 3rd 2023, 05:43:20.637",Missing,"192.168.159.152","192.168.159.150",21642,"g0i1k4sB9o0Q-3aSL61C",1
"November 3rd 2023, 05:43:20.637",Missing,"192.168.159.152","192.168.159.150",33948,"w0i1k4sB9o0Q-3aSL61C",1
"November 3rd 2023, 05:43:20.637",Missing,"192.168.159.152","192.168.159.150",58614,"wki1k4sB9o0Q-3aSL61C",1
"November 3rd 2023, 05:43:20.637",Missing,"192.168.159.152","192.168.159.150",62871,"wUi1k4sB9o0Q-3aSL61C",1
"November 3rd 2023, 05:43:20.637","baroque_SYN","192.168.159.152","192.168.159.150",21642,"3Ei1k4sB9o0Q-3aSG5mX",1
"November 3rd 2023, 05:43:20.637","baroque_SYN","192.168.159.152","192.168.159.150",58614,"20i1k4sB9o0Q-3aSG5mX",1
"November 3rd 2023, 05:43:20.637","TCP_christmas","192.168.159.152","192.168.159.150",58614,"2ki1k4sB9o0Q-3aSG5mX",1
"November 3rd 2023, 05:43:17.442","TCP_christmas","192.168.159.152","192.168.159.150",33475,"J0i1k4sB9o0Q-3aSD5Sv",1
"November 3rd 2023, 05:43:17.442","TCP_christmas","192.168.159.152","192.168.159.150",47390,"KUi1k4sB9o0Q-3aSD5Sv",1
"November 3rd 2023, 05:43:17.442",Missing,"192.168.159.152","192.168.159.150",33475,"zEi1k4sB9o0Q-3aSI55Y",1
"November 3rd 2023, 05:43:17.442",Missing,"192.168.159.152","192.168.159.150",47390,"zUi1k4sB9o0Q-3aSI55Y",1
"November 3rd 2023, 05:43:17.442","baroque_SYN","192.168.159.152","192.168.159.150",33475,"KEi1k4sB9o0Q-3aSD5Sv",1
"November 3rd 2023, 05:43:17.442","baroque_SYN","192.168.159.152","192.168.159.150",47390,"Kki1k4sB9o0Q-3aSD5Sv",1
"November 3rd 2023, 05:43:20.979","TCP_christmas","192.168.159.152","192.168.159.150",16577,"ZUi1k4sB9o0Q-3aSG5ql",1
"November 3rd 2023, 05:43:20.979","TCP_christmas","192.168.159.152","192.168.159.150",50493,"Z0i1k4sB9o0Q-3aSG5ql",1
"November 3rd 2023, 05:43:20.979",Missing,"192.168.159.152","192.168.159.150",16577,"lEi1k4sB9o0Q-3aSL66e",1
"November 3rd 2023, 05:43:20.979",Missing,"192.168.159.152","192.168.159.150",50493,"lUi1k4sB9o0Q-3aSL66e",1
"November 3rd 2023, 05:43:20.979","baroque_SYN","192.168.159.152","192.168.159.150",16577,"Zki1k4sB9o0Q-3aSG5ql",1
"November 3rd 2023, 05:43:20.979","baroque_SYN","192.168.159.152","192.168.159.150",50493,"aEi1k4sB9o0Q-3aSG5ql",1
"November 3rd 2023, 05:43:21.276","TCP_christmas","192.168.159.152","192.168.159.150",23473,"6Ui1k4sB9o0Q-3aSH5zM",1
"November 3rd 2023, 05:43:21.276","TCP_christmas","192.168.159.152","192.168.159.150",27033,"60i1k4sB9o0Q-3aSH5zM",1
"November 3rd 2023, 05:43:21.276",Missing,"192.168.159.152","192.168.159.150",23473,"lki1k4sB9o0Q-3aSM7Bn",1
"November 3rd 2023, 05:43:21.276",Missing,"192.168.159.152","192.168.159.150",27033,"l0i1k4sB9o0Q-3aSM7Bn",1
"November 3rd 2023, 05:43:21.276","baroque_SYN","192.168.159.152","192.168.159.150",23473,"6ki1k4sB9o0Q-3aSH5zM",1
"November 3rd 2023, 05:43:21.276","baroque_SYN","192.168.159.152","192.168.159.150",27033,"7Ei1k4sB9o0Q-3aSH5zM",1
"November 3rd 2023, 05:50:47.876",Missing,"192.168.159.152","192.168.159.151",53,"-Ei8k4sB9o0Q-3aSF8kd",1
"November 3rd 2023, 05:50:47.876",Missing,"192.168.159.152","192.168.159.151",53,"4Ei7k4sB9o0Q-3aS8Mkp",1
"November 3rd 2023, 05:50:47.876",Missing,"192.168.159.152","192.168.159.151",53,"4Ui7k4sB9o0Q-3aS8Mkp",1
"November 3rd 2023, 05:50:47.876",Missing,"192.168.159.152","192.168.159.151",53,"90i8k4sB9o0Q-3aSF8kd",1
"November 3rd 2023, 05:50:47.876",Missing,"192.168.159.152","192.168.159.151",53,"L0i8k4sB9o0Q-3aSPso1",1
"November 3rd 2023, 05:50:47.876",Missing,"192.168.159.152","192.168.159.151",53,"_Ui8k4sB9o0Q-3aSF8kd",1
"November 3rd 2023, 05:50:53.172",Missing,"192.168.159.152","192.168.159.151",53,"8Ei8k4sB9o0Q-3aSA8mQ",1
"November 3rd 2023, 05:50:53.172",Missing,"192.168.159.152","192.168.159.151",53,"Gki8k4sB9o0Q-3aSKsqX",1
"November 3rd 2023, 05:50:53.172",Missing,"192.168.159.152","192.168.159.151",53,"H0i8k4sB9o0Q-3aSKsq3",1
"November 3rd 2023, 05:50:53.172",Missing,"192.168.159.152","192.168.159.151",53,"I0i8k4sB9o0Q-3aSKsq3",1
"November 3rd 2023, 05:50:53.172",Missing,"192.168.159.152","192.168.159.151",53,"JEi8k4sB9o0Q-3aSKsq3",1
"November 3rd 2023, 05:50:53.172",Missing,"192.168.159.152","192.168.159.151",53,"JUi8k4sB9o0Q-3aSKsq3",1
"November 3rd 2023, 05:50:57.878",Missing,"192.168.159.152","192.168.159.151",53,"-Ui8k4sB9o0Q-3aSF8kd",1
"November 3rd 2023, 05:50:57.878",Missing,"192.168.159.152","192.168.159.151",53,"-ki8k4sB9o0Q-3aSF8kd",1
"November 3rd 2023, 05:50:57.878",Missing,"192.168.159.152","192.168.159.151",53,"MEi8k4sB9o0Q-3aSPso3",1
"November 3rd 2023, 05:50:57.878",Missing,"192.168.159.152","192.168.159.151",53,"MUi8k4sB9o0Q-3aSPso3",1
"November 3rd 2023, 05:50:57.878",Missing,"192.168.159.152","192.168.159.151",53,"NEi8k4sB9o0Q-3aSPso8",1
"November 3rd 2023, 05:50:57.878",Missing,"192.168.159.152","192.168.159.151",53,"RUi8k4sB9o0Q-3aSZcpM",1
"November 3rd 2023, 05:51:03.173",Missing,"192.168.159.152","192.168.159.151",53,"Iki8k4sB9o0Q-3aSKsq3",1
"November 3rd 2023, 05:51:03.173",Missing,"192.168.159.152","192.168.159.151",53,"OEi8k4sB9o0Q-3aSUcq5",1
"November 3rd 2023, 05:51:03.173",Missing,"192.168.159.152","192.168.159.151",53,"OUi8k4sB9o0Q-3aSUcq5",1
"November 3rd 2023, 05:51:03.173",Missing,"192.168.159.152","192.168.159.151",53,"P0i8k4sB9o0Q-3aSUcrC",1
"November 3rd 2023, 05:51:03.173",Missing,"192.168.159.152","192.168.159.151",53,"PUi8k4sB9o0Q-3aSUcrC",1
"November 3rd 2023, 05:51:03.173",Missing,"192.168.159.152","192.168.159.151",53,"Pki8k4sB9o0Q-3aSUcrC",1
"November 3rd 2023, 05:51:13.174",Missing,"192.168.159.152","192.168.159.151",53,"PEi8k4sB9o0Q-3aSUcrC",1
"November 3rd 2023, 05:51:13.174",Missing,"192.168.159.152","192.168.159.151",53,"SEi8k4sB9o0Q-3aSeMrj",1
"November 3rd 2023, 05:51:13.174",Missing,"192.168.159.152","192.168.159.151",53,"TUi8k4sB9o0Q-3aSeMrj",1
"November 3rd 2023, 05:51:13.174",Missing,"192.168.159.152","192.168.159.151",53,"Tki8k4sB9o0Q-3aSeMrj",1
"November 3rd 2023, 05:51:13.174",Missing,"192.168.159.152","192.168.159.151",53,"UEi8k4sB9o0Q-3aSeMrj",1
"November 3rd 2023, 05:51:13.174",Missing,"192.168.159.152","192.168.159.151",53,"UUi8k4sB9o0Q-3aSeMrj",1
"November 3rd 2023, 05:51:53.179",Missing,"192.168.159.152","192.168.159.151",53,"gki8k4sB9o0Q-3aS7spT",1
"November 3rd 2023, 05:51:53.179",Missing,"192.168.159.152","192.168.159.151",53,"qUi9k4sB9o0Q-3aSFcra",1
"November 3rd 2023, 05:51:53.179",Missing,"192.168.159.152","192.168.159.151",53,"qki9k4sB9o0Q-3aSFcra",1
"November 3rd 2023, 05:51:53.179",Missing,"192.168.159.152","192.168.159.151",53,"rEi9k4sB9o0Q-3aSFcra",1
"November 3rd 2023, 05:51:53.179",Missing,"192.168.159.152","192.168.159.151",53,"rUi9k4sB9o0Q-3aSFcra",1
"November 3rd 2023, 05:51:53.179",Missing,"192.168.159.152","192.168.159.151",53,"rki9k4sB9o0Q-3aSFcra",1
"November 3rd 2023, 05:53:45.873",Missing,"192.168.159.152","192.168.159.151",53,"1Ui-k4sB9o0Q-3aSz98o",1
"November 3rd 2023, 05:53:45.873",Missing,"192.168.159.152","192.168.159.151",53,"1ki-k4sB9o0Q-3aSz98o",1
"November 3rd 2023, 05:53:45.873",Missing,"192.168.159.152","192.168.159.151",53,"2Ei-k4sB9o0Q-3aSz990",1
"November 3rd 2023, 05:53:45.873",Missing,"192.168.159.152","192.168.159.151",53,"EEi-k4sB9o0Q-3aS9uCe",1
"November 3rd 2023, 05:53:45.873",Missing,"192.168.159.152","192.168.159.151",53,"uUi-k4sB9o0Q-3aSqN9q",1
"November 3rd 2023, 05:53:45.873",Missing,"192.168.159.152","192.168.159.151",53,"uki-k4sB9o0Q-3aSqN9q",1
"November 3rd 2023, 05:53:53.421",Missing,"192.168.159.152","192.168.159.151",53,"A0i-k4sB9o0Q-3aS6uDv",1
"November 3rd 2023, 05:53:53.421",Missing,"192.168.159.152","192.168.159.151",53,"AUi-k4sB9o0Q-3aS6uDv",1
"November 3rd 2023, 05:53:53.421",Missing,"192.168.159.152","192.168.159.151",53,"Aki-k4sB9o0Q-3aS6uDv",1
"November 3rd 2023, 05:53:53.421",Missing,"192.168.159.152","192.168.159.151",53,"_0i-k4sB9o0Q-3aS6t_v",1
"November 3rd 2023, 05:53:53.421",Missing,"192.168.159.152","192.168.159.151",53,"_Ei-k4sB9o0Q-3aS6t_v",1
"November 3rd 2023, 05:53:53.421",Missing,"192.168.159.152","192.168.159.151",53,"yUi-k4sB9o0Q-3aSw996",1
"November 3rd 2023, 05:53:55.875",Missing,"192.168.159.152","192.168.159.151",53,"00i-k4sB9o0Q-3aSz98o",1
"November 3rd 2023, 05:53:55.875",Missing,"192.168.159.152","192.168.159.151",53,"1Ei-k4sB9o0Q-3aSz98o",1
"November 3rd 2023, 05:53:55.875",Missing,"192.168.159.152","192.168.159.151",53,"C0i-k4sB9o0Q-3aS9uCe",1
"November 3rd 2023, 05:53:55.875",Missing,"192.168.159.152","192.168.159.151",53,"Cki-k4sB9o0Q-3aS9uCe",1
"November 3rd 2023, 05:53:55.875",Missing,"192.168.159.152","192.168.159.151",53,"EUi-k4sB9o0Q-3aS9uCe",1
"November 3rd 2023, 05:53:55.875",Missing,"192.168.159.152","192.168.159.151",53,"JUi_k4sB9o0Q-3aSHeCu",1
"November 3rd 2023, 05:43:18.425",Missing,"192.168.159.152","192.168.159.150",19334,"zEi1k4sB9o0Q-3aSJ6SK",1
"November 3rd 2023, 05:43:18.425",Missing,"192.168.159.152","192.168.159.150",38088,"iki1k4sB9o0Q-3aSJ6SK",1
"November 3rd 2023, 05:43:18.425","baroque_SYN","192.168.159.152","192.168.159.150",19334,"_Ei1k4sB9o0Q-3aSE5Wy",1
"November 3rd 2023, 05:43:18.425","baroque_SYN","192.168.159.152","192.168.159.150",38088,"-ki1k4sB9o0Q-3aSE5Wy",1
"November 3rd 2023, 05:43:18.425","TCP_christmas","192.168.159.152","192.168.159.150",19334,"-0i1k4sB9o0Q-3aSE5Wy",1
"November 3rd 2023, 05:43:18.943",Missing,"192.168.159.152","192.168.159.150",12532,"8Ei1k4sB9o0Q-3aSKKUN",1
"November 3rd 2023, 05:43:18.943",Missing,"192.168.159.152","192.168.159.150",65127,"NUi1k4sB9o0Q-3aSKKYN",1
"November 3rd 2023, 05:43:18.943","baroque_SYN","192.168.159.152","192.168.159.150",12532,"20i1k4sB9o0Q-3aSE5bC",1
"November 3rd 2023, 05:43:18.943","baroque_SYN","192.168.159.152","192.168.159.150",65127,"3Ui1k4sB9o0Q-3aSE5bC",1
"November 3rd 2023, 05:43:18.943","TCP_christmas","192.168.159.152","192.168.159.150",65127,"3Ei1k4sB9o0Q-3aSE5bC",1
"November 3rd 2023, 05:43:19.087",Missing,"192.168.159.152","192.168.159.150",11439,"uEi1k4sB9o0Q-3aSKKYY",1
"November 3rd 2023, 05:43:19.087",Missing,"192.168.159.152","192.168.159.150",23418,"c0i1k4sB9o0Q-3aSKKYY",1
"November 3rd 2023, 05:43:19.087","baroque_SYN","192.168.159.152","192.168.159.150",11439,"H0i1k4sB9o0Q-3aSE5fC",1
"November 3rd 2023, 05:43:19.087","baroque_SYN","192.168.159.152","192.168.159.150",23418,"HUi1k4sB9o0Q-3aSE5fC",1
"November 3rd 2023, 05:43:19.087","TCP_christmas","192.168.159.152","192.168.159.150",11439,"Hki1k4sB9o0Q-3aSE5fC",1
"November 3rd 2023, 05:43:19.884",Missing,"192.168.159.152","192.168.159.151",53,"0Ui1k4sB9o0Q-3aSP7iU",1
"November 3rd 2023, 05:43:19.884",Missing,"192.168.159.152","192.168.159.151",53,"gUi1k4sB9o0Q-3aSF5e3",1
"November 3rd 2023, 05:43:19.884",Missing,"192.168.159.152","192.168.159.150",658,"30i1k4sB9o0Q-3aSK6rM",1
"November 3rd 2023, 05:43:19.884","TCP_christmas","192.168.159.152","192.168.159.150",658,"nki1k4sB9o0Q-3aSF5jO",1
"November 3rd 2023, 05:43:19.884","baroque_SYN","192.168.159.152","192.168.159.150",658,"n0i1k4sB9o0Q-3aSF5jO",1
"November 3rd 2023, 05:43:20.111",Missing,"192.168.159.152","192.168.159.150",25990,"WEi1k4sB9o0Q-3aSK6vy",1
"November 3rd 2023, 05:43:20.111",Missing,"192.168.159.152","192.168.159.150",59087,"GEi1k4sB9o0Q-3aSK6vy",1
"November 3rd 2023, 05:43:20.111","baroque_SYN","192.168.159.152","192.168.159.150",25990,"00i1k4sB9o0Q-3aSF5jO",1
"November 3rd 2023, 05:43:20.111","baroque_SYN","192.168.159.152","192.168.159.150",59087,"0Ui1k4sB9o0Q-3aSF5jO",1
"November 3rd 2023, 05:43:20.111","TCP_christmas","192.168.159.152","192.168.159.150",25990,"0ki1k4sB9o0Q-3aSF5jO",1
"November 3rd 2023, 05:43:20.267",Missing,"192.168.159.152","192.168.159.150",31467,"G0i1k4sB9o0Q-3aSL6wu",1
"November 3rd 2023, 05:43:20.267",Missing,"192.168.159.152","192.168.159.150",48158,"5Ei1k4sB9o0Q-3aSL6su",1
"November 3rd 2023, 05:43:20.267","baroque_SYN","192.168.159.152","192.168.159.150",31467,"HUi1k4sB9o0Q-3aSG5mI",1
"November 3rd 2023, 05:43:20.267","baroque_SYN","192.168.159.152","192.168.159.150",48158,"Hki1k4sB9o0Q-3aSG5mI",1
"November 3rd 2023, 05:43:20.267","TCP_christmas","192.168.159.152","192.168.159.150",31467,"HEi1k4sB9o0Q-3aSG5mI",1
"November 3rd 2023, 05:43:20.280","TCP_christmas","192.168.159.152","192.168.159.150",11401,"JUi1k4sB9o0Q-3aSG5mI",1
"November 3rd 2023, 05:43:20.280","TCP_christmas","192.168.159.152","192.168.159.150",32319,"I0i1k4sB9o0Q-3aSG5mI",1
"November 3rd 2023, 05:43:20.280",Missing,"192.168.159.152","192.168.159.150",11401,"I0i1k4sB9o0Q-3aSL6wu",1
"November 3rd 2023, 05:43:20.280",Missing,"192.168.159.152","192.168.159.150",32319,"Iki1k4sB9o0Q-3aSL6wu",1
"November 3rd 2023, 05:43:20.280","baroque_SYN","192.168.159.152","192.168.159.150",32319,"JEi1k4sB9o0Q-3aSG5mI",1
"November 3rd 2023, 05:43:20.503","TCP_christmas","192.168.159.152","192.168.159.150",39077,"qUi1k4sB9o0Q-3aSG5mX",1
"November 3rd 2023, 05:43:20.503","TCP_christmas","192.168.159.152","192.168.159.150",58555,"qEi1k4sB9o0Q-3aSG5mX",1
"November 3rd 2023, 05:43:20.503",Missing,"192.168.159.152","192.168.159.150",39077,"lEi1k4sB9o0Q-3aSL61C",1
"November 3rd 2023, 05:43:20.503",Missing,"192.168.159.152","192.168.159.150",58555,"k0i1k4sB9o0Q-3aSL61C",1
"November 3rd 2023, 05:43:20.503","baroque_SYN","192.168.159.152","192.168.159.150",39077,"qki1k4sB9o0Q-3aSG5mX",1
"November 3rd 2023, 05:43:21.025","TCP_christmas","192.168.159.152","192.168.159.150",53736,"eUi1k4sB9o0Q-3aSG5r6",1
"November 3rd 2023, 05:43:21.025","TCP_christmas","192.168.159.152","192.168.159.150",59181,"eki1k4sB9o0Q-3aSG5r6",1
"November 3rd 2023, 05:43:21.025",Missing,"192.168.159.152","192.168.159.150",53736,"pki1k4sB9o0Q-3aSL66e",1
"November 3rd 2023, 05:43:21.025",Missing,"192.168.159.152","192.168.159.150",59181,"p0i1k4sB9o0Q-3aSL66e",1
"November 3rd 2023, 05:43:21.025","baroque_SYN","192.168.159.152","192.168.159.150",59181,"e0i1k4sB9o0Q-3aSG5r6",1
"November 3rd 2023, 05:53:37.719","TCP_christmas","192.168.159.152","192.168.159.150",7032,"HUi-k4sB9o0Q-3aShM6m",1
"November 3rd 2023, 05:53:37.719","TCP_christmas","192.168.159.152","192.168.159.150",53496,"G0i-k4sB9o0Q-3aShM6m",1
"November 3rd 2023, 05:53:37.719",Missing,"192.168.159.152","192.168.159.150",7032,"7ki-k4sB9o0Q-3aSmNaC",1
"November 3rd 2023, 05:53:37.719",Missing,"192.168.159.152","192.168.159.150",53496,"7Ui-k4sB9o0Q-3aSmNaC",1
